Token	POS-Tag	OOV	Id	Index	Granularidade	Documento
demanda	NOUN	0	26	16	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
por	ADP	0	26	17	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
especialistas	NOUN	0	26	18	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
cresce	VERB	0	26	19	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
em	ADP	0	26	20	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
ritmo	NOUN	0	26	21	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
acelerado	VERB	1	26	22	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
diante	ADV	0	26	23	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
da	DET	0	26	24	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
complexidade	NOUN	0	26	25	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
das	ADP	0	26	26	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
ameaças	NOUN	0	26	27	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
.	PUNCT	0	26	28	0	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
25	['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'AUX', 'NOUN', 'ADP', 'ADV', 'ADJ', 'PUNCT', 'SCONJ', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADV', 'DET', 'NOUN', 'ADP', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]	26	25	1	A formação de profissionais especializados em segurança digital é cada vez mais necessária , pois a demanda por especialistas cresce em ritmo acelerado diante da complexidade das ameaças .
Universidades	PROPN	1	27	0	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
e	CCONJ	0	27	1	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
centros	NOUN	0	27	2	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
de	ADP	0	27	3	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
pesquisa	NOUN	0	27	4	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
desempenham	VERB	1	27	5	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
papel	NOUN	0	27	6	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
importante	ADJ	0	27	7	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
na	ADP	0	27	8	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
criação	NOUN	0	27	9	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
de	ADP	0	27	10	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
novas	ADJ	0	27	11	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
tecnologias	NOUN	0	27	12	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
e	CCONJ	0	27	13	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
metodologias	NOUN	1	27	14	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
que	PRON	0	27	15	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
fortalecem	VERB	1	27	16	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
a	DET	0	27	17	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
segurança	NOUN	0	27	18	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
cibernética	ADJ	1	27	19	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
e	CCONJ	0	27	20	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
preparam	VERB	1	27	21	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
profissionais	NOUN	0	27	22	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
para	SCONJ	0	27	23	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
enfrentar	VERB	0	27	24	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
desafios	NOUN	0	27	25	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
futuros	ADJ	0	27	26	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
.	PUNCT	0	27	27	0	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
26	['PROPN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'NOUN', 'SCONJ', 'VERB', 'NOUN', 'ADJ', 'PUNCT']	[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]	27	26	1	Universidades e centros de pesquisa desempenham papel importante na criação de novas tecnologias e metodologias que fortalecem a segurança cibernética e preparam profissionais para enfrentar desafios futuros .
A	DET	0	28	0	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
segurança	NOUN	0	28	1	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
cibernética	ADJ	1	28	2	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
também	ADV	0	28	3	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
envolve	VERB	0	28	4	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
ética	NOUN	0	28	5	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
,	PUNCT	0	28	6	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
pois	SCONJ	0	28	7	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
proteger	VERB	0	28	8	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
dados	NOUN	0	28	9	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
significa	VERB	0	28	10	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
respeitar	VERB	1	28	11	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
a	DET	0	28	12	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
privacidade	NOUN	1	28	13	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
e	CCONJ	0	28	14	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
os	DET	0	28	15	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
direitos	NOUN	0	28	16	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
fundamentais	ADJ	0	28	17	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
dos	ADP	0	28	18	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
cidadãos	NOUN	0	28	19	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
em	ADP	0	28	20	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
um	DET	0	28	21	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
mundo	NOUN	0	28	22	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
cada	NOUN	0	28	23	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
vez	ADP	0	28	24	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
mais	ADV	0	28	25	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
digitalizado	ADJ	1	28	26	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
.	PUNCT	0	28	27	0	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
27	['DET', 'NOUN', 'ADJ', 'ADV', 'VERB', 'NOUN', 'PUNCT', 'SCONJ', 'VERB', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'CCONJ', 'DET', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'ADV', 'ADJ', 'PUNCT']	[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	28	27	1	A segurança cibernética também envolve ética , pois proteger dados significa respeitar a privacidade e os direitos fundamentais dos cidadãos em um mundo cada vez mais digitalizado .
Empresas	NOUN	1	29	0	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
que	PRON	0	29	1	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
adotam	VERB	1	29	2	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
boas	ADJ	0	29	3	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
práticas	NOUN	0	29	4	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
de	ADP	0	29	5	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
segurança	NOUN	0	29	6	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
digital	ADJ	0	29	7	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
demonstram	VERB	1	29	8	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
responsabilidade	NOUN	1	29	9	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
social	ADJ	0	29	10	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
,	PUNCT	0	29	11	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
fortalecendo	VERB	1	29	12	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
sua	DET	0	29	13	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
imagem	NOUN	0	29	14	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
e	CCONJ	0	29	15	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
criando	VERB	0	29	16	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
relações	NOUN	0	29	17	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
de	ADP	0	29	18	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
confiança	NOUN	0	29	19	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
com	ADP	0	29	20	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
clientes	NOUN	0	29	21	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
e	CCONJ	0	29	22	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
parceiros	NOUN	0	29	23	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
.	PUNCT	0	29	24	0	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
28	['NOUN', 'PRON', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'DET', 'NOUN', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'PUNCT']	[1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	29	28	1	Empresas que adotam boas práticas de segurança digital demonstram responsabilidade social , fortalecendo sua imagem e criando relações de confiança com clientes e parceiros .
A	DET	0	30	0	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
inovação	NOUN	0	30	1	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
tecnológica	ADJ	0	30	2	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
deve	VERB	0	30	3	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
caminhar	VERB	1	30	4	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
lado	NOUN	0	30	5	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
a	ADP	0	30	6	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
lado	NOUN	0	30	7	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
com	ADP	0	30	8	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
a	DET	0	30	9	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
segurança	NOUN	0	30	10	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
,	PUNCT	0	30	11	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
garantindo	VERB	0	30	12	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
que	SCONJ	0	30	13	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
novos	ADJ	0	30	14	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
produtos	NOUN	0	30	15	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
e	CCONJ	0	30	16	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
serviços	NOUN	0	30	17	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
sejam	AUX	0	30	18	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
desenvolvidos	VERB	0	30	19	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
com	ADP	0	30	20	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
proteção	NOUN	0	30	21	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
integrada	VERB	0	30	22	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
desde	ADP	0	30	23	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
sua	DET	0	30	24	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
concepção	NOUN	0	30	25	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
.	PUNCT	0	30	26	0	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
29	['DET', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'VERB', 'SCONJ', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'AUX', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	30	29	1	A inovação tecnológica deve caminhar lado a lado com a segurança , garantindo que novos produtos e serviços sejam desenvolvidos com proteção integrada desde sua concepção .
A	DET	0	31	0	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
segurança	NOUN	0	31	1	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
cibernética	ADJ	1	31	2	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
é	AUX	0	31	3	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
dinâmica	ADJ	0	31	4	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
e	CCONJ	0	31	5	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
exige	VERB	0	31	6	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
atualização	NOUN	0	31	7	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
constante	ADJ	0	31	8	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
,	PUNCT	0	31	9	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
pois	SCONJ	0	31	10	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
ferramentas	NOUN	0	31	11	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
eficazes	ADJ	1	31	12	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
hoje	ADV	0	31	13	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
podem	VERB	0	31	14	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
se	PRON	0	31	15	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
tornar	VERB	0	31	16	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
obsoletas	ADJ	1	31	17	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
diante	ADV	0	31	18	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
das	DET	0	31	19	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
novas	ADJ	0	31	20	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
técnicas	NOUN	0	31	21	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
utilizadas	VERB	0	31	22	0	A segurança cibernética é dinâmica e exige atualização constante , pois ferramentas eficazes hoje podem se tornar obsoletas diante das novas técnicas utilizadas por criminosos digitais amanhã .
